id	vnum0	count0	vnum1	count1	vnum2	count2	vnum3	count3	vnum4	count4	cost	src_vnum	result_vnum	prob
444	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
445	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
446	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
447	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
448	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
449	30026	1	39063	1	51001	15	0	0	0	0	500000	0	0	60
409	51001	200	30199	10	70027	50	0	0	0	0	500000	0	0	20
450	51001	200	30199	20	70027	30	0	0	0	0	500000	0	0	10
451	51001	200	30199	20	70027	30	0	0	0	0	500000	0	0	10
460	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	100
461	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	100
462	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
463	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
464	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
465	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
466	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
467	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
468	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
469	30027	1	39064	1	51001	25	0	0	0	0	500000	0	0	60
480	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	100
481	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	100
482	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
483	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
484	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
485	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
486	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
487	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
488	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
489	30028	1	39068	1	51001	25	0	0	0	0	500000	0	0	60
490	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	100
491	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	100
492	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
493	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
494	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
495	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
496	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
497	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
498	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
499	30029	1	39069	1	51001	25	0	0	0	0	500000	0	0	60
470	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	100
471	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	100
472	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
473	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
474	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
475	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
476	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
477	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
478	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
479	30030	1	39066	1	51001	25	0	0	0	0	500000	0	0	60
410	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	100
411	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	100
412	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
413	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
414	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
415	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
416	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
417	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
418	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
419	30031	1	39065	1	51001	25	0	0	0	0	500000	0	0	60
361	52701	3	30193	25	72322	10	31036	3	70022	1000	100000000	0	0	100
914	51001	5000	70022	1000	70044	50	72322	10	0	0	200000000	0	0	100
921	31086	200	31093	125	51001	250	0	0	0	0	2000000	0	0	90
922	31086	200	31093	125	51001	250	0	0	0	0	3000000	0	0	80
923	31086	200	31093	125	51001	250	0	0	0	0	4000000	0	0	70
924	31086	250	31093	200	51001	250	0	0	0	0	5000000	0	0	50
925	31086	250	31093	200	51001	250	0	0	0	0	6000000	0	0	35
926	31086	250	31093	200	31057	1	31090	1	0	0	7000000	0	0	20
927	31086	300	31093	250	31057	1	31090	1	0	0	10000000	0	0	10
928	31086	300	31093	250	31057	1	31090	1	0	0	13000000	0	0	5
929	31086	300	31093	250	31057	1	31090	1	0	0	15000000	0	0	1
930	30608	50	30618	15	30021	25	30022	15	0	0	500000000	0	0	100
643	30522	3	51001	15	0	0	0	0	0	0	150000	0	0	50
644	51001	250	31036	1	0	0	0	0	0	0	1000000	0	0	75
